subid,attribution_technical,attribution_survey,convert_TF,Tier,revenue,,
29673638,facebook,facebook,FALSE,4,#REF!,,
29673922,facebook,facebook,FALSE,6,#REF!,,
29673924,facebook,facebook,TRUE,7,36.1495,,
29674225,facebook,facebook,TRUE,6,18.0931,,
29674248,facebook,facebook,TRUE,2,36.1495,,
29674655,facebook,facebook,FALSE,3,#REF!,,
29674837,facebook,facebook,FALSE,3,#REF!,,
29674856,facebook,facebook,TRUE,1,36.1495,,
29675011,facebook,facebook,TRUE,3,18.3867,,
29675048,facebook,affiliate,TRUE,8,18.3867,,
29675116,facebook,facebook,TRUE,1,18.0931,,
29675133,facebook,facebook,TRUE,7,36.1495,,
29675188,facebook,other,TRUE,1,36.1495,,
29675329,facebook,facebook,FALSE,5,#REF!,,
29675392,search,tv,FALSE,7,#REF!,,
29675446,search,tv,FALSE,2,#REF!,,
29675477,facebook,facebook,TRUE,5,#REF!,,
29675615,facebook,facebook,FALSE,3,#REF!,,
29675667,facebook,tv,FALSE,5,#REF!,,
29675963,facebook,facebook,FALSE,1,#REF!,,
29676153,facebook,facebook,FALSE,1,#REF!,,
29676435,facebook,,FALSE,8,#REF!,,
29676518,facebook,facebook,FALSE,5,#REF!,,
29676810,facebook,facebook,FALSE,4,#REF!,,
29676880,facebook,facebook,TRUE,6,18.0931,,
29676917,bing,referral,TRUE,4,36.1495,,
29677070,facebook,facebook,TRUE,8,18.3867,,
29677147,facebook,facebook,TRUE,4,#REF!,,
29677195,search,facebook,FALSE,7,#REF!,,
29677321,facebook,facebook,TRUE,5,18.0931,,
29677484,facebook,facebook,TRUE,2,36.1495,,
29677509,search,tv,FALSE,3,#REF!,,
29677550,facebook,facebook,FALSE,4,#REF!,,
29677605,facebook,facebook,TRUE,6,18.0931,,
29677712,facebook,facebook,TRUE,7,36.1495,,
29677773,facebook,tv,TRUE,4,18.0931,,
29677806,search,facebook,TRUE,3,#REF!,,
29678016,facebook,facebook,TRUE,1,54.2059,,
29678193,facebook,facebook,FALSE,4,#REF!,,
29678234,search,other,FALSE,6,#REF!,,
29678252,search,tv,TRUE,4,36.1495,,
29678376,facebook,facebook,FALSE,5,#REF!,,
29678631,facebook,facebook,TRUE,3,18.0931,,
29678641,search,other,TRUE,6,18.717,,
29678680,facebook,facebook,FALSE,1,#REF!,,
29678734,facebook,referral,TRUE,5,#REF!,,
29678805,facebook,facebook,TRUE,3,#REF!,,
29678946,facebook,referral,TRUE,8,18.0931,,
29679045,search,search,TRUE,8,#REF!,,
29679098,facebook,facebook,TRUE,6,18.0564,,
29679394,facebook,facebook,TRUE,8,18.0931,,
29679415,search,referral,TRUE,6,18.717,,
29679577,facebook,facebook,TRUE,7,36.1495,,
29679587,facebook,tv,TRUE,1,18.0931,,
29679768,facebook,facebook,FALSE,6,#REF!,,
29679834,facebook,tv,TRUE,5,18.717,,
29680041,facebook,facebook,FALSE,5,#REF!,,
29680054,display,tv,FALSE,7,#REF!,,
29680106,search,tv,FALSE,5,#REF!,,
29680126,search,referral,TRUE,8,18.3867,,
29680159,facebook,pinterest,TRUE,7,36.1495,,
29680186,search,facebook,TRUE,5,#REF!,,
29680199,facebook,facebook,FALSE,7,#REF!,,
29680538,search,podcast,TRUE,5,18.717,,
29680552,facebook,facebook,TRUE,7,#REF!,,
29680692,search,public_radio,TRUE,7,18.3867,,
29680706,facebook,facebook,FALSE,3,#REF!,,
29680714,facebook,public_radio,TRUE,3,18.1665,,
29680732,facebook,facebook,FALSE,5,#REF!,,
29680803,facebook,facebook,TRUE,4,36.1495,,
29680809,facebook,facebook,TRUE,6,18.3867,,
29680813,facebook,facebook,FALSE,7,#REF!,,
29680837,facebook,facebook,TRUE,6,#REF!,,
29680847,search,social_organic,TRUE,4,18.0931,,
29680925,facebook,facebook,FALSE,1,#REF!,,
29680943,facebook,tv,TRUE,6,18.3867,,
29681041,facebook,facebook,TRUE,2,36.1495,,
29681090,facebook,facebook,TRUE,8,18.3867,,
29681168,search,facebook,TRUE,5,40.2599,,
29681195,facebook,facebook,FALSE,1,#REF!,,
29681300,search,tv,TRUE,4,18.0931,,
29681519,search,facebook,TRUE,8,18.1665,,
29681543,facebook,facebook,FALSE,8,#REF!,,
29681597,search,referral,TRUE,4,36.1495,,
29681635,facebook,facebook,TRUE,8,18.0931,,
29681648,facebook,social_organic,TRUE,5,18.717,,
29681756,facebook,facebook,TRUE,5,#REF!,,
29681837,facebook,facebook,TRUE,8,18.3867,,
29681838,search,facebook,FALSE,1,#REF!,,
29681877,facebook,facebook,TRUE,8,36.1495,,
29681946,facebook,facebook,TRUE,2,18.0931,,
29681970,facebook,other,TRUE,2,36.1495,,
29682116,search,tv,TRUE,6,18.0931,,
29682324,facebook,facebook,TRUE,1,54.2059,,
29682368,facebook,tv,TRUE,4,36.1495,,
29682647,search,search,TRUE,3,36.1495,,
29682844,facebook,facebook,FALSE,1,#REF!,,
29682873,search,facebook,TRUE,6,18.0931,,
29682973,facebook,tv,FALSE,1,#REF!,,
29683200,facebook,facebook,FALSE,6,#REF!,,
29683444,facebook,search,TRUE,8,18.717,,
29683475,facebook,facebook,FALSE,7,#REF!,,
29683510,facebook,facebook,TRUE,7,36.1495,,
29683600,facebook,facebook,FALSE,8,#REF!,,
29683862,facebook,facebook,FALSE,6,#REF!,,
29683942,search,other,TRUE,6,18.0931,,
29684063,search,tv,FALSE,5,#REF!,,
29684087,facebook,tv,FALSE,1,#REF!,,
29684199,search,facebook,FALSE,1,#REF!,,
29684212,facebook,facebook,FALSE,4,#REF!,,
29684249,bing,affiliate,FALSE,2,#REF!,,
29684256,youtube,youtube,TRUE,8,18.0931,,
29684267,facebook,facebook,TRUE,3,#REF!,,
29684286,facebook,tv,FALSE,7,#REF!,,
29684315,search,pinterest,FALSE,3,#REF!,,
29684322,search,facebook,FALSE,1,#REF!,,
29684335,facebook,facebook,TRUE,4,#REF!,,
29684338,facebook,facebook,FALSE,4,#REF!,,
29684430,facebook,referral,FALSE,3,#REF!,,
29684785,facebook,facebook,TRUE,8,36.1495,,
29684804,search,facebook,TRUE,8,#REF!,,
29684809,facebook,facebook,TRUE,2,36.1495,,
29684834,facebook,facebook,FALSE,4,#REF!,,
29685001,facebook,tv,TRUE,8,#REF!,,
29685318,facebook,facebook,TRUE,6,18.4234,,
29685321,facebook,facebook,TRUE,6,18.3867,,
29685397,facebook,facebook,FALSE,7,#REF!,,
29685786,facebook,facebook,TRUE,7,#REF!,,
29685816,facebook,facebook,TRUE,5,#REF!,,
29685819,facebook,facebook,TRUE,8,18.0931,,
29685879,facebook,facebook,TRUE,3,18.1665,,
29686216,search,tv,FALSE,1,#REF!,,
29686336,facebook,facebook,FALSE,5,#REF!,,
29686362,facebook,social_organic,TRUE,6,18.0931,,
29686500,search,podcast,TRUE,7,18.3867,,
29686699,facebook,public_radio,FALSE,8,#REF!,,
29686994,facebook,facebook,TRUE,2,36.1495,,
29687025,search,referral,FALSE,6,#REF!,,
29687072,facebook,facebook,FALSE,1,#REF!,,
29687185,facebook,facebook,TRUE,7,#REF!,,
29687239,search,tv,FALSE,8,#REF!,,
29687395,search,referral,TRUE,8,18.0931,,
29687468,facebook,facebook,TRUE,3,#REF!,,
29687609,search,facebook,TRUE,8,#REF!,,
29687617,facebook,facebook,TRUE,8,18.3867,,
29687654,display,facebook,FALSE,8,#REF!,,
29687681,facebook,facebook,TRUE,1,18.0931,,
29687691,facebook,facebook,FALSE,6,#REF!,,
29687849,facebook,facebook,TRUE,6,18.717,,
29687884,facebook,facebook,TRUE,8,18.1665,,
29688218,facebook,facebook,TRUE,4,#REF!,,
29688283,facebook,facebook,FALSE,7,#REF!,,
29688336,bing,facebook,TRUE,7,18.1665,,
29688401,search,search,TRUE,8,18.717,,
29688518,facebook,facebook,FALSE,5,#REF!,,
29688726,search,search,TRUE,4,36.1495,,
29688734,facebook,facebook,TRUE,2,#REF!,,
29688940,facebook,facebook,TRUE,2,36.1495,,
29688956,search,tv,FALSE,5,#REF!,,
29689084,facebook,facebook,FALSE,8,#REF!,,
29689165,facebook,facebook,TRUE,7,36.1495,,
29689426,search,facebook,TRUE,3,36.1495,,
29689549,facebook,facebook,FALSE,8,#REF!,,
29689651,facebook,referral,TRUE,7,36.1495,,
29689719,display,facebook,FALSE,4,#REF!,,
29690182,display,tv,FALSE,8,#REF!,,
29690270,facebook,referral,TRUE,1,36.1495,,
29690430,facebook,facebook,TRUE,5,18.3867,,
29690485,facebook,tv,FALSE,7,#REF!,,
29690543,facebook,tv,FALSE,1,#REF!,,
29690820,facebook,tv,TRUE,5,18.1665,,
29690887,facebook,facebook,TRUE,5,18.717,,
29691196,facebook,facebook,FALSE,4,#REF!,,
29691220,facebook,facebook_organic,FALSE,5,#REF!,,
29691225,search,tv,FALSE,7,#REF!,,
29691233,facebook,facebook,TRUE,8,18.3867,,
29691355,facebook,facebook,TRUE,4,#REF!,,
29691461,facebook,facebook,FALSE,7,#REF!,,
29691526,facebook,referral,FALSE,6,#REF!,,
29691641,facebook,facebook,FALSE,6,#REF!,,
29691792,facebook,facebook,FALSE,2,#REF!,,
29692048,facebook,facebook,FALSE,1,#REF!,,
29692064,search,pinterest,TRUE,7,18.0931,,
29692105,facebook,facebook,TRUE,4,36.1495,,
29692195,facebook,facebook,TRUE,2,36.1495,,
29692398,search,facebook,FALSE,4,#REF!,,
29692503,search,facebook,TRUE,8,18.0931,,
29692591,facebook,search,TRUE,4,36.1495,,
29692626,facebook,facebook,TRUE,2,36.1495,,
29692682,facebook,facebook,TRUE,5,18.1665,,
29692702,facebook,facebook,FALSE,2,#REF!,,
29692750,facebook,facebook,TRUE,8,18.0931,,
29692803,facebook,facebook,FALSE,5,#REF!,,
29692940,facebook,facebook,TRUE,3,18.1665,,
29693065,facebook,facebook,TRUE,8,36.1495,,
29693134,facebook,search,TRUE,8,18.1665,,
29693206,facebook,facebook,TRUE,6,18.0931,,
29693261,facebook,facebook,TRUE,6,18.0931,,
29693513,facebook,facebook,TRUE,3,18.0931,,
29693539,facebook,facebook,TRUE,5,#REF!,,
29693652,facebook,facebook,FALSE,5,#REF!,,
29693776,facebook,facebook,FALSE,1,#REF!,,
29693866,search,search,TRUE,6,18.0931,,
29694058,facebook,facebook,TRUE,3,18.0931,,
29694472,search,social_organic,TRUE,4,36.1495,,
29694492,facebook,facebook,FALSE,2,#REF!,,
29694545,facebook,facebook,FALSE,1,#REF!,,
29694705,facebook,tv,FALSE,2,#REF!,,
29694717,facebook,facebook,FALSE,4,#REF!,,
29695012,search,facebook,FALSE,4,#REF!,,
29695312,search,pinterest,TRUE,4,36.1495,,
29695334,facebook,facebook,FALSE,1,#REF!,,
29695443,search,search,TRUE,4,18.0931,,
29695509,facebook,facebook,FALSE,4,#REF!,,
29695650,facebook,facebook,TRUE,6,18.1665,,
29695669,facebook,facebook,TRUE,3,18.0931,,
29695715,facebook,tv,TRUE,8,#REF!,,
29695935,facebook,facebook,TRUE,8,18.0931,,
29696080,search,facebook,FALSE,8,#REF!,,
29696086,facebook,other,TRUE,1,36.1495,,
29696561,facebook,facebook,FALSE,4,#REF!,,
29696565,facebook,referral,TRUE,8,18.0931,,
29696588,facebook,facebook,FALSE,1,#REF!,,
29696691,facebook,facebook,TRUE,6,18.0931,,
29696782,facebook,facebook,TRUE,8,#REF!,,
29696840,facebook,public_radio,TRUE,6,18.3867,,
29696992,search,facebook,TRUE,5,18.0931,,
29697041,search,tv,TRUE,6,18.0931,,
29697339,search,facebook,FALSE,7,#REF!,,
29697407,facebook,facebook,FALSE,5,#REF!,,
29697569,facebook,tv,TRUE,7,#REF!,,
29697627,facebook,facebook,FALSE,1,#REF!,,
29697692,facebook,facebook,TRUE,1,18.0931,,
29697703,facebook,facebook,TRUE,8,18.0931,,
29697859,facebook,tv,FALSE,7,#REF!,,
29697890,search,facebook,TRUE,6,18.0931,,
29698025,search,facebook,TRUE,4,36.1495,,
29698148,facebook,facebook,TRUE,4,36.1495,,
29698292,facebook,facebook,TRUE,6,18.1665,,
29698533,facebook,facebook,FALSE,7,#REF!,,
29698552,facebook,tv,FALSE,1,#REF!,,
29698620,facebook,facebook,TRUE,6,18.0564,,
29698647,facebook,facebook,FALSE,5,#REF!,,
29698690,search,tv,TRUE,7,18.3867,,
29698721,search,search,TRUE,6,#REF!,,
29698805,facebook,facebook,TRUE,1,54.2059,,
29698943,facebook,facebook,TRUE,6,18.0931,,
29699029,facebook,tv,TRUE,6,18.3867,,
29699042,facebook,facebook,FALSE,1,#REF!,,
29699043,search,facebook,FALSE,5,#REF!,,
29699384,facebook,facebook,TRUE,6,#REF!,,
29699388,facebook,facebook,FALSE,6,#REF!,,
29699540,facebook,facebook,FALSE,6,#REF!,,
29699749,facebook,facebook,TRUE,3,18.1665,,
29699756,facebook,facebook,FALSE,1,#REF!,,
29699803,search,tv,TRUE,7,18.0931,,
29699910,facebook,facebook,TRUE,2,#REF!,,
29700033,search,other,FALSE,2,#REF!,,
29700056,search,tv,TRUE,8,18.3867,,
29700106,search,other,TRUE,4,36.1495,,
29700204,search,podcast,TRUE,5,18.0931,,
29700253,facebook,facebook,FALSE,7,#REF!,,
29700677,facebook,facebook,FALSE,8,#REF!,,
29700715,facebook,facebook,TRUE,3,#REF!,,
29700864,search,tv,TRUE,8,18.0931,,
29700882,search,facebook,TRUE,6,18.0931,,
29701111,search,facebook,FALSE,7,#REF!,,
29701220,search,referral,TRUE,4,36.1495,,
29701408,facebook,facebook,FALSE,1,#REF!,,
29701484,facebook,facebook,TRUE,1,18.0931,,
29701577,search,facebook,FALSE,3,#REF!,,
29701602,facebook,facebook,FALSE,4,#REF!,,
29701607,facebook,facebook,FALSE,1,#REF!,,
29701630,facebook,facebook,FALSE,1,#REF!,,
29701856,facebook,tv,TRUE,1,18.0931,,
29702021,facebook,facebook,FALSE,2,#REF!,,
29702065,facebook,facebook,TRUE,7,36.1495,,
29702179,facebook,referral,TRUE,1,36.1495,,
29702326,search,tv,FALSE,8,#REF!,,
29702371,facebook,facebook,TRUE,1,18.0931,,
29702565,facebook,facebook,FALSE,8,#REF!,,
29702578,search,tv,TRUE,7,18.1665,,
29702753,bing,search,TRUE,2,36.1495,,
29702798,facebook,facebook,FALSE,4,#REF!,,
29702928,search,facebook,TRUE,8,18.3867,,
29703046,facebook,facebook,FALSE,1,#REF!,,
29703107,search,facebook,TRUE,6,18.1665,,
29703186,facebook,facebook,FALSE,1,#REF!,,
29703211,facebook,facebook,TRUE,4,36.1495,,
29703257,display,facebook,TRUE,8,18.0931,,
29703332,facebook,facebook,TRUE,7,36.1495,,
29703405,facebook,facebook,FALSE,1,#REF!,,
29703416,facebook,facebook,TRUE,3,#REF!,,
29703486,search,facebook,TRUE,1,36.1495,,
29703525,facebook,facebook,TRUE,7,18.0931,,
29703551,facebook,facebook,FALSE,4,#REF!,,
29703678,search,facebook,FALSE,2,#REF!,,
29703690,facebook,facebook,FALSE,1,#REF!,,
29703767,facebook,facebook,FALSE,8,#REF!,,
29703887,facebook,facebook,TRUE,8,40.2599,,
29703961,search,facebook,TRUE,6,18.0564,,
29704073,search,facebook,TRUE,6,18.0931,,
29704083,search,facebook,TRUE,7,18.3867,,
29704138,search,podcast,TRUE,5,18.0931,,
29704151,search,public_radio,FALSE,7,#REF!,,
29704280,facebook,facebook,FALSE,8,#REF!,,
29704329,youtube,youtube,TRUE,7,18.717,,
29704345,youtube,referral,TRUE,8,18.1665,,
29704403,facebook,facebook,TRUE,7,36.1495,,
29704413,facebook,facebook,FALSE,4,#REF!,,
29704755,facebook,facebook,TRUE,3,18.717,,
29704782,facebook,facebook,FALSE,4,#REF!,,
29704880,facebook,facebook,TRUE,4,#REF!,,
29704919,search,facebook,TRUE,8,#REF!,,
29704960,search,facebook,TRUE,6,18.3867,,
29705013,facebook,facebook,FALSE,4,#REF!,,
29705084,search,social_organic,FALSE,1,#REF!,,
29705093,facebook,facebook,FALSE,4,#REF!,,
29705162,facebook,other,TRUE,5,18.3867,,
29705238,search,tv,FALSE,8,#REF!,,
29705405,search,facebook,TRUE,6,18.717,,
29705755,display,affiliate,TRUE,8,18.3867,,
29705907,facebook,facebook,TRUE,8,36.1495,,
29706152,facebook,facebook,FALSE,1,#REF!,,
29706230,search,search,FALSE,1,#REF!,,
29706266,search,referral,TRUE,5,18.0931,,
29706278,facebook,facebook,TRUE,6,18.717,,
29706314,facebook,facebook,TRUE,8,#REF!,,
29706374,facebook,referral,FALSE,8,#REF!,,
29706458,facebook,facebook,TRUE,6,18.717,,
29706547,facebook,facebook,FALSE,6,#REF!,,
29706691,bing,referral,TRUE,5,36.1495,,
29706845,search,facebook,FALSE,1,#REF!,,
29706860,facebook,facebook,FALSE,2,#REF!,,
29706897,facebook,facebook,TRUE,8,18.0931,,
29707006,facebook,facebook,TRUE,5,18.717,,
29707072,facebook,facebook,FALSE,4,#REF!,,
29707117,facebook,facebook,TRUE,7,18.0931,,
29707181,search,facebook,FALSE,5,#REF!,,
29707300,facebook,sirius xm,TRUE,4,18.0931,,
29707433,facebook,facebook,TRUE,6,18.0931,,
29707494,search,facebook,FALSE,8,#REF!,,
29707501,facebook,facebook,TRUE,6,18.3867,,
29707656,facebook,facebook,TRUE,3,18.3867,,
29707875,facebook,facebook,TRUE,8,18.0931,,
29708065,facebook,facebook,FALSE,1,#REF!,,
29708084,facebook,facebook,FALSE,4,#REF!,,
29708213,facebook,facebook,FALSE,2,#REF!,,
29708317,facebook,facebook,FALSE,4,#REF!,,
29708408,bing,tv,FALSE,7,#REF!,,
29708481,facebook,facebook,TRUE,4,#REF!,,
29708580,facebook,facebook,FALSE,6,#REF!,,
29708722,facebook,other,FALSE,6,#REF!,,
29708728,search,sirius xm,TRUE,5,18.0931,,
29708819,facebook,facebook,TRUE,4,#REF!,,
29708888,facebook,facebook,FALSE,7,#REF!,,
29708988,search,referral,TRUE,6,18.3867,,
29709008,facebook,tv,FALSE,1,#REF!,,
29709201,facebook,search,TRUE,8,18.0931,,
29709263,search,podcast,TRUE,8,18.0931,,
29709487,facebook,facebook,FALSE,1,#REF!,,
29709578,search,facebook,TRUE,6,18.0931,,
29709661,facebook,facebook,TRUE,5,18.1665,,
29709707,search,facebook,FALSE,5,#REF!,,
29709867,facebook,facebook,TRUE,6,18.0564,,
29710044,facebook,facebook,TRUE,5,#REF!,,
29710099,facebook,tv,FALSE,1,#REF!,,
29710152,facebook,facebook,FALSE,4,#REF!,,
29710187,facebook,facebook,FALSE,6,#REF!,,
29710299,facebook,facebook,FALSE,8,#REF!,,
29710312,search,facebook,TRUE,4,36.1495,,
29710404,facebook,tv,FALSE,1,#REF!,,
29710612,facebook,facebook,FALSE,2,#REF!,,
29710693,facebook,facebook,FALSE,4,#REF!,,
29710970,display,search,TRUE,8,18.717,,
29711168,search,other,TRUE,5,36.1495,,
29711257,facebook,tv,FALSE,8,#REF!,,
29711262,facebook,facebook,TRUE,2,18.0931,,
29711272,facebook,facebook,TRUE,4,36.1495,,
29711422,facebook,facebook,TRUE,2,36.1495,,
29711452,search,facebook,FALSE,1,#REF!,,
29711700,search,pinterest,TRUE,7,18.3867,,
29711903,facebook,referral,TRUE,8,#REF!,,
29712010,facebook,tv,FALSE,4,#REF!,,
29712162,facebook,facebook,TRUE,5,18.0931,,
29712184,facebook,facebook,TRUE,4,36.1495,,
29712208,search,search,TRUE,1,18.0931,,
29712277,facebook,facebook,TRUE,4,36.1495,,
29712405,facebook,facebook,TRUE,7,#REF!,,
29712467,facebook,facebook,TRUE,8,18.3867,,
29712473,facebook,facebook,TRUE,4,36.1495,,
29712482,facebook,facebook,FALSE,1,#REF!,,
29712873,facebook,facebook,TRUE,2,#REF!,,
29712885,facebook,facebook,TRUE,5,18.717,,
29712905,facebook,facebook,TRUE,4,#REF!,,
29712912,facebook,facebook,FALSE,3,#REF!,,
29712935,facebook,facebook,TRUE,7,36.1495,,
29713193,search,facebook,TRUE,7,18.717,,
29713294,facebook,facebook,TRUE,5,18.3867,,
29713302,display,facebook,FALSE,8,#REF!,,
29713319,search,public_radio,TRUE,4,36.1495,,
29713825,facebook,facebook,FALSE,4,#REF!,,
29713881,search,search,TRUE,8,18.3867,,
29713967,facebook,facebook,FALSE,3,#REF!,,
29714026,facebook,facebook_organic,TRUE,3,18.0931,,
29714078,display,facebook,FALSE,7,#REF!,,
29714195,facebook,facebook,TRUE,4,18.0931,,
29714268,facebook,facebook,TRUE,3,18.717,,
29714316,search,search,TRUE,5,#REF!,,
29714428,facebook,facebook,TRUE,8,18.0931,,
29714525,facebook,facebook,TRUE,7,36.1495,,
29714579,facebook,facebook,TRUE,5,18.717,,
29714723,facebook,tv,FALSE,4,#REF!,,
29714760,facebook,facebook,FALSE,6,#REF!,,
29714849,facebook,facebook,TRUE,8,36.1495,,
29714924,search,search,TRUE,4,36.1495,,
29714997,search,tv,TRUE,6,18.717,,
29715034,facebook,facebook,FALSE,1,#REF!,,
29715115,facebook,facebook,TRUE,3,#REF!,,
29715286,search,tv,TRUE,6,18.0931,,
29715333,facebook,facebook,FALSE,8,#REF!,,
29715365,search,referral,TRUE,4,36.1495,,
29715451,facebook,tv,FALSE,6,#REF!,,
29715745,facebook,facebook,FALSE,4,#REF!,,
29716140,facebook,facebook,TRUE,8,18.0931,,
29716392,facebook,facebook,TRUE,5,#REF!,,
29716394,facebook,facebook,TRUE,2,36.1495,,
29716486,facebook,facebook,TRUE,2,#REF!,,
29716511,facebook,facebook,TRUE,3,18.1665,,
29716633,facebook,facebook,FALSE,6,#REF!,,
29716672,search,public_radio,FALSE,5,#REF!,,
29716765,facebook,facebook,FALSE,7,#REF!,,
29716804,facebook,tv,FALSE,4,#REF!,,
29717076,facebook,facebook,TRUE,8,36.1495,,
29717128,facebook,facebook,TRUE,4,36.1495,,
29717489,facebook,facebook,TRUE,4,36.1495,,
29717720,facebook,tv,FALSE,1,#REF!,,
29717907,facebook,facebook,TRUE,4,36.1495,,
29717966,facebook,facebook,FALSE,7,#REF!,,
29717996,facebook,facebook,FALSE,2,#REF!,,
29718086,facebook,facebook,TRUE,2,36.1495,,
29718119,facebook,facebook,FALSE,2,#REF!,,
29718126,facebook,facebook,FALSE,5,#REF!,,
29718487,facebook,tv,FALSE,4,#REF!,,
29718645,facebook,other,TRUE,8,18.0931,,
29718693,facebook,other,TRUE,5,18.0931,,
29718701,facebook,tv,TRUE,3,#REF!,,
29718934,facebook,other,TRUE,1,36.1495,,
29719017,facebook,facebook,FALSE,3,#REF!,,
29719265,facebook,facebook,FALSE,1,#REF!,,
29719500,facebook,podcast,TRUE,6,18.0931,,
29719909,facebook,facebook,TRUE,8,18.0931,,
29719967,facebook,facebook,FALSE,5,#REF!,,
29720102,facebook,facebook,TRUE,3,18.0931,,
29720150,youtube,social_organic,TRUE,7,18.3867,,
29720225,facebook,facebook,TRUE,3,18.0931,,
29720264,facebook,facebook,FALSE,5,#REF!,,
29720365,facebook,facebook,TRUE,7,36.1495,,
29720453,bing,,FALSE,2,#REF!,,
29720474,search,other,TRUE,5,18.0931,,
29720546,facebook,facebook,FALSE,4,#REF!,,
29720670,facebook,facebook,FALSE,4,#REF!,,
29720671,search,tv,FALSE,8,#REF!,,
29720727,facebook,facebook,TRUE,3,18.0931,,
29720839,facebook,facebook,TRUE,8,18.717,,
29720936,search,tv,FALSE,1,#REF!,,
29721026,facebook,facebook,TRUE,6,18.3867,,
29721134,facebook,facebook,TRUE,7,36.1495,,
29721139,youtube,facebook,FALSE,4,#REF!,,
29721157,facebook,facebook_organic,TRUE,8,18.0931,,
29721178,facebook,facebook,TRUE,8,#REF!,,
29721193,facebook,public_radio,TRUE,5,18.1665,,
29721340,youtube,youtube,TRUE,7,18.0931,,
29721415,facebook,facebook,TRUE,8,#REF!,,
29721522,facebook,facebook,TRUE,5,#REF!,,
29721720,facebook,facebook,FALSE,8,#REF!,,
29721773,search,social_organic,FALSE,7,#REF!,,
29721983,facebook,facebook,TRUE,6,18.717,,
29722019,search,facebook,FALSE,7,#REF!,,
29722051,facebook,facebook,FALSE,1,#REF!,,
29722070,search,sirius xm,TRUE,5,18.0931,,
29722179,facebook,facebook,FALSE,4,#REF!,,
29722203,search,tv,FALSE,7,#REF!,,
29722292,facebook,facebook,FALSE,1,#REF!,,
29722432,facebook,facebook,FALSE,1,#REF!,,
29722446,facebook,facebook,TRUE,7,36.4431,,
29722505,facebook,facebook,TRUE,6,#REF!,,
29722540,facebook,facebook,FALSE,1,#REF!,,
29722708,facebook,facebook,FALSE,8,#REF!,,
29722723,facebook,facebook,TRUE,8,18.0931,,
29722785,facebook,social_organic,TRUE,3,18.1665,,
29722838,facebook,facebook,FALSE,3,#REF!,,
29722919,facebook,facebook,TRUE,8,36.1495,,
29723046,facebook,facebook,TRUE,2,36.1495,,
29723170,search,search,TRUE,3,36.1495,,
29723220,search,referral,TRUE,6,18.0931,,
29723255,facebook,facebook,TRUE,6,#REF!,,
29723401,facebook,facebook,TRUE,5,#REF!,,
29723435,search,facebook,TRUE,2,36.1495,,
29723440,search,tv,TRUE,7,#REF!,,
29723445,facebook,facebook,TRUE,2,36.1495,,
29723672,facebook,facebook,TRUE,6,18.0931,,
29723738,facebook,facebook,TRUE,8,36.1495,,
29723757,facebook,facebook,FALSE,1,#REF!,,
29723984,facebook,facebook,FALSE,6,#REF!,,
29724122,facebook,facebook,FALSE,6,#REF!,,
29724278,facebook,facebook,FALSE,8,#REF!,,
29724405,facebook,facebook,FALSE,1,#REF!,,
29724411,facebook,facebook,TRUE,6,18.0931,,
29724602,facebook,facebook,TRUE,6,18.0931,,
29724780,search,facebook,FALSE,8,#REF!,,
29724863,facebook,facebook,FALSE,1,#REF!,,
29724923,facebook,facebook,TRUE,6,18.0931,,
29725047,facebook,facebook,TRUE,8,18.0931,,
29725123,facebook,facebook,TRUE,3,#REF!,,
29725180,facebook,facebook,TRUE,4,36.1495,,
29725291,display,tv,FALSE,7,#REF!,,
29725353,search,search,TRUE,5,36.1495,,
29725546,facebook,facebook,TRUE,4,#REF!,,
29725554,facebook,facebook,TRUE,4,36.1495,,
29725653,facebook,facebook,TRUE,2,18.0931,,
29725702,facebook,facebook,TRUE,6,18.0931,,
29725771,search,facebook,TRUE,6,18.1665,,
29725950,search,facebook,TRUE,2,36.1495,,
29726008,facebook,tv,FALSE,1,#REF!,,
29726071,facebook,facebook,FALSE,8,#REF!,,
29726082,search,facebook,TRUE,2,36.1495,,
29726122,bing,search,TRUE,8,18.3867,,
29726337,facebook,facebook,FALSE,5,#REF!,,
29726368,facebook,tv,FALSE,1,#REF!,,
29726404,facebook,facebook,FALSE,2,#REF!,,
29726555,facebook,facebook,FALSE,1,#REF!,,
29726662,facebook,facebook,FALSE,8,#REF!,,
29726718,facebook,facebook,TRUE,8,18.1665,,
29726747,display,facebook,TRUE,7,18.1665,,
29727129,facebook,facebook,TRUE,1,36.1495,,
29727319,facebook,facebook,FALSE,1,#REF!,,
29727394,facebook,facebook,FALSE,5,#REF!,,
29727511,facebook,facebook,TRUE,5,#REF!,,
29727589,facebook,pinterest,TRUE,6,18.3867,,
29727621,facebook,facebook,TRUE,2,#REF!,,
29727704,search,facebook,FALSE,4,#REF!,,
29727992,facebook,facebook,FALSE,6,#REF!,,
29728016,facebook,pinterest,FALSE,8,#REF!,,
29728136,facebook,facebook,FALSE,8,#REF!,,
29728183,search,search,TRUE,8,18.717,,
29728450,facebook,facebook,TRUE,6,18.717,,
29728812,facebook,public_radio,TRUE,5,18.0931,,
29728819,search,search,TRUE,7,18.0931,,
29728939,search,tv,TRUE,7,18.717,,
29728956,facebook,tv,FALSE,6,#REF!,,
29729122,search,facebook_organic,FALSE,8,#REF!,,
29729335,facebook,facebook,FALSE,8,#REF!,,
29729355,facebook,facebook,FALSE,1,#REF!,,
